0 , 360.0 , 610.0
0 , 360.0 , 609.0
0 , 360.0 , 609.0
0 , 360.0 , 608.0
0 , 360.0 , 608.0
0 , 360.0 , 607.0
0 , 360.0 , 607.0
0 , 360.0 , 606.0
0 , 360.0 , 606.0
0 , 360.0 , 605.0
0 , 360.0 , 605.0
0 , 360.0 , 604.0
1 , 360.0 , 604.0
1 , 360.0 , 603.0
1 , 360.0 , 602.0
1 , 360.0 , 602.0
1 , 360.0 , 601.0
1 , 360.0 , 601.0
1 , 360.0 , 600.0
1 , 360.0 , 599.0
1 , 360.0 , 599.0
1 , 360.0 , 598.0
1 , 360.0 , 597.0
1 , 360.0 , 597.0
1 , 360.0 , 596.0
1 , 360.0 , 595.0
1 , 360.0 , 594.0
1 , 360.0 , 594.0
1 , 360.0 , 593.0
1 , 360.0 , 592.0
1 , 360.0 , 592.0
1 , 360.0 , 591.0
1 , 360.0 , 590.0
1 , 110.0 , 360.0
1 , 360.0 , 589.0
1 , 110.0 , 360.0
1 , 360.0 , 588.0
1 , 110.0 , 360.0
1 , 360.0 , 588.0
1 , 111.0 , 360.0
1 , 360.0 , 587.0
1 , 111.0 , 360.0
1 , 360.0 , 586.0
1 , 112.0 , 360.0
1 , 360.0 , 585.0
1 , 112.0 , 360.0
1 , 360.0 , 584.0
1 , 113.0 , 360.0
1 , 360.0 , 583.0
1 , 113.0 , 360.0
1 , 360.0 , 582.0
1 , 114.0 , 360.0
1 , 360.0 , 582.0
1 , 114.0 , 360.0
1 , 360.0 , 581.0
1 , 115.0 , 360.0
1 , 360.0 , 580.0
1 , 115.0 , 360.0
1 , 360.0 , 579.0
1 , 116.0 , 360.0
1 , 360.0 , 578.0
1 , 117.0 , 360.0
1 , 360.0 , 577.0
1 , 117.0 , 360.0
1 , 360.0 , 576.0
1 , 118.0 , 360.0
1 , 360.0 , 575.0
1 , 118.0 , 360.0
1 , 360.0 , 574.0
1 , 119.0 , 360.0
1 , 360.0 , 573.0
1 , 120.0 , 360.0
1 , 360.0 , 572.0
1 , 120.0 , 360.0
1 , 360.0 , 571.0
1 , 121.0 , 360.0
1 , 360.0 , 570.0
1 , 122.0 , 360.0
1 , 360.0 , 569.0
1 , 122.0 , 360.0
1 , 360.0 , 568.0
1 , 123.0 , 360.0
1 , 360.0 , 567.0
1 , 124.0 , 360.0
1 , 360.0 , 566.0
1 , 125.0 , 360.0
1 , 360.0 , 565.0
1 , 125.0 , 360.0
1 , 360.0 , 564.0
1 , 126.0 , 360.0
1 , 360.0 , 562.0
1 , 127.0 , 360.0
1 , 360.0 , 561.0
1 , 127.0 , 360.0
1 , 360.0 , 560.0
1 , 128.0 , 360.0
1 , 360.0 , 559.0
1 , 360.0 , 610.0
1 , 129.0 , 360.0
1 , 360.0 , 558.0
1 , 360.0 , 609.0
1 , 130.0 , 360.0
1 , 360.0 , 557.0
1 , 360.0 , 609.0
1 , 131.0 , 360.0
1 , 360.0 , 556.0
1 , 360.0 , 608.0
1 , 131.0 , 360.0
1 , 360.0 , 554.0
1 , 360.0 , 608.0
1 , 132.0 , 360.0
1 , 360.0 , 553.0
1 , 360.0 , 607.0
1 , 133.0 , 360.0
1 , 360.0 , 552.0
1 , 360.0 , 607.0
1 , 134.0 , 360.0
1 , 360.0 , 551.0
1 , 360.0 , 606.0
1 , 135.0 , 360.0
1 , 360.0 , 550.0
1 , 360.0 , 606.0
2 , 136.0 , 360.0
2 , 360.0 , 548.0
2 , 360.0 , 605.0
2 , 137.0 , 360.0
2 , 360.0 , 547.0
2 , 360.0 , 605.0
2 , 137.0 , 360.0
2 , 360.0 , 546.0
2 , 360.0 , 604.0
2 , 138.0 , 360.0
2 , 360.0 , 544.0
2 , 360.0 , 604.0
2 , 139.0 , 360.0
2 , 360.0 , 543.0
2 , 360.0 , 603.0
2 , 140.0 , 360.0
2 , 360.0 , 542.0
2 , 360.0 , 602.0
2 , 141.0 , 360.0
2 , 360.0 , 541.0
