0.4333333333333333 , 1
0.850000000000001 , 2
1.2833333333333337 , 3
1.7166666666666655 , 4
2.1499999999999972 , 5
2.583333333333329 , 6
3.016666666666661 , 7
3.4499999999999926 , 8
3.8833333333333244 , 9
4.316666666666657 , 10
4.7499999999999885 , 11
5.18333333333332 , 12
5.616666666666652 , 13
6.049999999999984 , 14
6.483333333333316 , 15
6.916666666666647 , 16
7.349999999999979 , 17
7.783333333333311 , 18
8.199999999999987 , 19
8.616666666666674 , 20
9.033333333333362 , 21
9.450000000000049 , 22
9.866666666666736 , 23
10.283333333333424 , 24
10.700000000000111 , 25
11.116666666666799 , 26
11.533333333333486 , 27
11.950000000000173 , 28
12.36666666666686 , 29
12.783333333333548 , 30
13.200000000000236 , 31
13.616666666666923 , 32
14.03333333333361 , 33
14.450000000000298 , 34
14.866666666666985 , 35
15.283333333333672 , 36
15.70000000000036 , 37
16.116666666667033 , 38
16.55000000000034 , 39
16.98333333333365 , 40
17.41666666666696 , 41
17.850000000000268 , 42
18.283333333333577 , 43
18.716666666666885 , 44
19.150000000000194 , 45
19.583333333333503 , 46
20.01666666666681 , 47
20.45000000000012 , 48
20.88333333333343 , 49
21.316666666666737 , 50
21.750000000000046 , 51
22.183333333333355 , 52
22.616666666666664 , 53
23.049999999999972 , 54
23.48333333333328 , 55
23.91666666666659 , 56
24.3499999999999 , 57
24.783333333333207 , 58
25.216666666666516 , 59
25.649999999999824 , 60
26.083333333333133 , 61
26.516666666666442 , 62
26.94999999999975 , 63
27.38333333333306 , 64
27.816666666666368 , 65
28.249999999999677 , 66
28.683333333332985 , 67
29.116666666666294 , 68
29.549999999999603 , 69
29.98333333333291 , 70
30.41666666666622 , 71
30.84999999999953 , 72
31.283333333332838 , 73
31.716666666666146 , 74
32.14999999999946 , 75
32.58333333333277 , 76
33.016666666666076 , 77
33.449999999999385 , 78
33.88333333333269 , 79
34.316666666666 , 80
34.74999999999931 , 81
35.18333333333262 , 82
35.61666666666593 , 83
36.04999999999924 , 84
36.483333333332546 , 85
36.916666666665854 , 86
37.34999999999916 , 87
37.78333333333247 , 88
38.21666666666578 , 89
38.64999999999909 , 90
39.0833333333324 , 91
39.51666666666571 , 92
39.949999999999015 , 93
40.383333333332324 , 94
40.81666666666563 , 95
41.24999999999894 , 96
41.68333333333225 , 97
42.11666666666556 , 98
42.54999999999887 , 99
42.983333333332176 , 100
43.416666666665485 , 101
43.84999999999879 , 102
44.2833333333321 , 103
44.71666666666541 , 104
45.14999999999872 , 105
45.58333333333203 , 106
46.01666666666534 , 107
46.449999999998646 , 108
46.883333333331954 , 109
47.31666666666526 , 110
47.74999999999857 , 111
48.18333333333188 , 112
48.61666666666519 , 113
49.0499999999985 , 114
49.48333333333181 , 115
49.916666666665115 , 116
50.349999999998424 , 117
50.78333333333173 , 118
51.21666666666504 , 119
51.64999999999835 , 120
52.08333333333166 , 121
52.51666666666497 , 122
52.949999999998276 , 123
53.383333333331585 , 124
53.816666666664894 , 125
54.2499999999982 , 126
54.68333333333151 , 127
55.11666666666482 , 128
55.54999999999813 , 129
55.98333333333144 , 130
56.416666666664746 , 131
56.849999999998055 , 132
57.28333333333136 , 133
57.71666666666467 , 134
58.14999999999798 , 135
58.58333333333129 , 136
59.0166666666646 , 137
59.44999999999791 , 138
59.883333333331215 , 139
60.316666666664524 , 140
